id,serial,product,action
1022,GJDC,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
1023,DJD0,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1024,DJD0,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1025,DJD0,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1026,DJD0,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1027,DJD1,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1028,DJD1,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1029,DJD1,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1030,DJD1,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1031,DJD2,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1032,DJD2,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1033,DJD2,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1034,DJD2,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1035,DJD3,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1036,DJD3,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1037,DJD3,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1038,DJD3,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1039,DTCJ,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1040,DTCJ,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1041,DTCJ,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1042,DTCJ,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1043,DTCK,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1044,DTCK,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1045,DTCK,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1046,DTCK,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1047,DW34,"Apple Mac mini 2.7GHz Core i7 (Mid 2011) MC816LL/A",
1048,DW34,"Apple Mac mini 2.5GHz Core i5 (Mid 2011) MC816LL/A",
1049,DW34,"Apple Mac mini 2.3GHz Core i5 (Mid 2011) MC815LL/A",
1050,DW34,"Apple Mac mini 2.0GHz Quad-Core i7 (Mid 2011) MC936LL/A",
1057,20H,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1058,20H,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1059,20H,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1060,20H,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1061,20H,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1062,20H,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1063,4PC,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1064,4PC,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1065,4PC,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1066,4PC,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1067,4PC,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1068,4PC,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1069,4PD,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1070,4PD,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1071,4PD,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1072,4PD,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1073,4PD,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1074,4PD,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1075,8MC,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1076,8MC,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1077,8MC,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1078,8MC,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1079,8MC,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1080,8MC,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1081,8TR,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1082,8TR,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1083,8TR,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1084,8TR,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1085,8TR,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1086,8TR,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1087,8XG,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1088,8XG,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1089,8XG,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1090,8XG,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1091,8XG,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1092,8XG,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1093,F693,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1094,F693,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1095,F693,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1096,F693,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1097,F694,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1098,F694,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1099,F694,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1100,F694,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1101,F9VM,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1102,F9VM,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1103,F9VM,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1104,F9VM,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1105,F9VN,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1106,F9VN,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1107,F9VN,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1108,F9VN,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1109,FY3Y,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1110,FY3Y,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1111,FY3Y,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1112,FY3Y,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1113,FY40,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1114,FY40,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1115,FY40,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1116,FY40,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1117,G1LM,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1118,G1LM,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1119,G1LM,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1120,G1LM,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1121,G1LQ,"Apple Mac Pro 1x 2.7GHz 12-Core (12 Cores) Xeon (Late 2013) MD878LL/A",
1122,G1LQ,"Apple Mac Pro 1x 3.0GHz Eight-Core (8 Cores) Xeon (Late 2013) MD878LL/A",
1123,G1LQ,"Apple Mac Pro 1x 3.5GHz Six-Core (6 Cores) Xeon (Late 2013) MD878LL/A",
1124,G1LQ,"Apple Mac Pro 1x 3.7GHz Quad-Core (4 Cores) Xeon (Late 2013) ME253LL/A",
1125,EUE,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1126,EUE,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1127,EUE,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1128,EUE,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1129,EUE,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1130,EUF,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1131,EUF,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1132,EUF,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1133,EUF,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1134,EUF,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1135,EUG,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1136,EUG,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1137,EUG,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1138,EUG,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1139,EUG,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1140,EUH,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1141,EUH,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1142,EUH,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1143,EUH,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1144,EUH,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1145,GWR,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1146,GWR,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1147,GWR,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1148,GWR,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1149,GWR,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1150,GZK,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1151,GZK,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1152,GZK,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1153,GZK,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1154,GZK,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1155,GZM,"Apple Mac Pro 1x 2.8GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1156,GZM,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2010) MC250LL/A",
1157,GZM,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2010) MC561LL/A",
1158,GZM,"Apple Mac Pro 2x 2.4GHz Quad-Core (8 Cores) Xeon (Mid 2010) MC561LL/A",
1159,GZM,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2010) MC561LL/A",
1160,F4MC,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2012) MD770LL/A",
1161,F4MC,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2012) MD770LL/A",
1162,F4MC,"Apple Mac Pro 2x 2.4GHz 6-Core (12 Cores) Xeon (Mid 2012) MD771LL/A",
1163,F4MC,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2012) MD771LL/A",
1164,F4MC,"Apple Mac Pro 2x 3.06GHz Six-Core (12 Cores) Xeon X5675 (Mid 2012) MD771LL/A",
1165,F4MD,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2012) MD770LL/A",
1166,F4MD,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2012) MD770LL/A",
1167,F4MD,"Apple Mac Pro 2x 2.4GHz 6-Core (12 Cores) Xeon (Mid 2012) MD771LL/A",
1168,F4MD,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2012) MD771LL/A",
1169,F4MD,"Apple Mac Pro 2x 3.06GHz Six-Core (12 Cores) Xeon X5675 (Mid 2012) MD771LL/A",
1170,F4MG,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2012) MD770LL/A",
1171,F4MG,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2012) MD770LL/A",
1172,F4MG,"Apple Mac Pro 2x 2.4GHz 6-Core (12 Cores) Xeon (Mid 2012) MD771LL/A",
1173,F4MG,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2012) MD771LL/A",
1174,F4MG,"Apple Mac Pro 2x 3.06GHz Six-Core (12 Cores) Xeon X5675 (Mid 2012) MD771LL/A",
1175,F4MH,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2012) MD770LL/A",
1176,F4MH,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2012) MD770LL/A",
1177,F4MH,"Apple Mac Pro 2x 2.4GHz 6-Core (12 Cores) Xeon (Mid 2012) MD771LL/A",
1178,F4MH,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2012) MD771LL/A",
1179,F4MH,"Apple Mac Pro 2x 3.06GHz Six-Core (12 Cores) Xeon X5675 (Mid 2012) MD771LL/A",
1180,F648,"Apple Mac Pro 1x 3.2GHz Quad-Core (4 Cores) Xeon (Mid 2012) MD770LL/A",
1181,F648,"Apple Mac Pro 1x 3.33GHz Six-Core (6 Cores) Xeon (Mid 2012) MD770LL/A",
1182,F648,"Apple Mac Pro 2x 2.4GHz 6-Core (12 Cores) Xeon (Mid 2012) MD771LL/A",
1183,F648,"Apple Mac Pro 2x 2.66GHz Six-Core (12 Cores) Xeon X5650 (Mid 2012) MD771LL/A",
1184,F648,"Apple Mac Pro 2x 3.06GHz Six-Core (12 Cores) Xeon X5675 (Mid 2012) MD771LL/A",
1185,G083,"Apple MacBook Air 11-inch 1.4GHz Core i5 (Early 2014) MD711LL/B",
1186,G083,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Early 2014) MD711LL/B",
1187,G084,"Apple MacBook Air 11-inch 1.4GHz Core i5 (Early 2014) MD711LL/B",
1188,G084,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Early 2014) MD711LL/B",
1189,G2PY,"Apple MacBook Air 11-inch 1.4GHz Core i5 (Early 2014) MD711LL/B",
1190,G2PY,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Early 2014) MD711LL/B",
1191,G5RK,"Apple MacBook Air 11-inch 1.4GHz Core i5 (Early 2014) MD711LL/B",
1192,G5RK,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Early 2014) MD711LL/B",
1193,G5RL,"Apple MacBook Air 11-inch 1.4GHz Core i5 (Early 2014) MD711LL/B",
1194,G5RL,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Early 2014) MD711LL/B",
1195,G5RM,"Apple MacBook Air 11-inch 1.4GHz Core i5 (Early 2014) MD711LL/B",
1196,G5RM,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Early 2014) MD711LL/B",
1197,GFWK,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1198,GFWK,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1199,GFWL,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1200,GFWL,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1201,GFWM,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1202,GFWM,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1203,GFWN,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1204,GFWN,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1205,GKJY,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1206,GKJY,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1207,GKK0,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1208,GKK0,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1209,GNJG,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Early 2015) MJVM2LL/A",
1210,GNJG,"Apple MacBook Air 11-inch 2.2GHz Core i7 (Early 2015) MJVM2LL/A",
1211,DJY8,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1212,DJY8,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1213,DJY9,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1214,DJY9,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1215,DJYC,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1216,DJYC,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1217,DJYD,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1218,DJYD,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1219,DRHF,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1220,DRHF,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1221,DTJW,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1222,DTJW,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1223,DTJY,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1224,DTJY,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1225,DTK2,"Apple MacBook Air 11-inch 1.6GHz Core i5 (Mid 2011) MC968LL/A",
1226,DTK2,"Apple MacBook Air 11-inch 1.8GHz Core i7 (Mid 2011) MC968LL/A",
1227,DRV6,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1228,DRV6,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1229,DRV7,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1230,DRV7,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1231,DRV8,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1232,DRV8,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1233,DRV9,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1234,DRV9,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1235,F569,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1236,F569,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1237,F56C,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1238,F56C,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1239,F56G,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1240,F56G,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1241,F57H,"Apple MacBook Air 11-inch 1.7GHz Core i5 (Mid 2012) MD223LL/A",
1242,F57H,"Apple MacBook Air 11-inch 2.0GHz Core i7 (Mid 2012) MD223LL/A",
1243,F5N7,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1244,F5N7,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1245,F5N8,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1246,F5N8,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1247,F5YV,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1248,F5YV,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1249,F5YW,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1250,F5YW,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1251,FH51,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1252,FH51,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1253,FKYN,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1254,FKYN,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1255,FLCF,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1256,FLCF,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1257,FMRC,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1258,FMRC,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1259,FMRD,"Apple MacBook Air 11-inch 1.3GHz Core i5 (Mid 2013) MD711LL/A",
1260,FMRD,"Apple MacBook Air 11-inch 1.7GHz Core i7 (Mid 2013) MD711LL/A",
1261,G085,"Apple MacBook Air 13-inch 1.4GHz Core i5 (Early 2014) MD760LL/B",
1262,G085,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Early 2014) MD760LL/B",
1263,G086,"Apple MacBook Air 13-inch 1.4GHz Core i5 (Early 2014) MD760LL/B",
1264,G086,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Early 2014) MD760LL/B",
1265,G4H1,"Apple MacBook Air 13-inch 1.4GHz Core i5 (Early 2014) MD760LL/B",
1266,G4H1,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Early 2014) MD760LL/B",
1267,G4H2,"Apple MacBook Air 13-inch 1.4GHz Core i5 (Early 2014) MD760LL/B",
1268,G4H2,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Early 2014) MD760LL/B",
1269,G5RN,"Apple MacBook Air 13-inch 1.4GHz Core i5 (Early 2014) MD760LL/B",
1270,G5RN,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Early 2014) MD760LL/B",
1271,G5RP,"Apple MacBook Air 13-inch 1.4GHz Core i5 (Early 2014) MD760LL/B",
1272,G5RP,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Early 2014) MD760LL/B",
1273,G940,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
1274,G940,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1275,G941,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
1276,G941,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1277,G943,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
